Date;BZ1Index;CF1Index;DM1Index;EO1Index;ES1Index;GX1Index;HI1Index;IB1Index;IFB1Index;IS1Index;NK1Index;NQ1Index;PT1Index;QC1Index;SM1Index;ST1Index;VG1Index;XP1Index;Z1Index
03.01.2005;26183;3861;10750;352,1;1206,25;4307;14255;9109;NA;13237;NA;1615,5;NA;NA;5748;31061;2973;NA;NA
04.01.2005;25325;3867;10648;352,75;1191;4295;14040;9107,5;NA;13014;11540;1582,5;508,1;NA;5753;31187;2964;4076;4834,5
05.01.2005;25160;3837;10587;350,75;1183,25;4294;13690;9007,5;NA;12839;11430;1565,5;500,8;NA;5710;31131;2966;4040;4807
06.01.2005;24766;3861,5;10621;354;1188,25;4323;13669;NA;NA;12914;11480;1563;502,4;NA;5722;31180;2981;4036;4815
07.01.2005;25166;3881,5;10599;354,4;1186,25;4334,5;13525;9018,5;NA;12699;11470;1567,5;498,1;NA;5711;31236;2984;4072;4844,5
10.01.2005;24465;3880;10628;355,2;1191,75;4332;13537;9026,5;NA;12667;NA;1568;499,1;NA;5712;31241;2987;4078;4830
11.01.2005;24709;3852;10558;352,8;1184;4260;13445;8966,5;NA;12453;11550;1559;500,4;NA;5693;30823;2943;4069;4810,5
12.01.2005;24792;3819;10605;350,7;1187,5;4224;13508;8941,5;NA;12529;11470;1568;500,6;NA;5645;30659;2927;4066;4772,5
13.01.2005;25146;3837;10502;350,9;1178;4231;13545;9021;NA;12652;11370;1550;498;NA;5660;30928;2941;4080;4788,5
14.01.2005;25215;3857,5;10547;352,55;1183,75;4237,5;13490;9037,5;NA;12886;11450;1562,5;502;NA;5713;31135;2945;4060;4808
17.01.2005;24805;3882,5;NA;354,25;1186;4257;13612;9093;NA;12964;11490;1567;500,7;NA;5740;31209;2963;4072;4826,5
18.01.2005;24356;3877;10620;354;1195,75;4273;13585;9099,5;NA;13190;11420;1576;503,5;NA;5720;31191;2972;4054;4811
19.01.2005;24449;3871;10529;354;1183,5;4258;13638;9087;NA;13194;11390;1542,5;501,2;NA;5722;31302;2963;4048;4805,5
20.01.2005;23736;3845;10473;353,2;1176,5;4210;13455;9014;NA;12946;11290;1522,5;500,9;NA;5699;31229;2926;4032;4786,5
21.01.2005;23962;3846,4;10393;353,61;1168,5;4208;13445;8995,6;NA;12840;11260;1509,5;500,3;NA;5713;31285;2937;4033;4787,5
24.01.2005;24402;3855,5;10383;353,05;1166,25;4209,5;13386;8968;NA;12884;11300;1491;499,1;NA;5725;31135;2940;4035;4788,5
25.01.2005;NA;3888;10466;355,8;1169,75;4245;13570;9035,5;NA;12993;11270;1495;501,9;NA;5748;31295;2961;4056;4823
26.01.2005;24608;3884,5;10488;355,85;1173,25;4230,5;13605;9051,5;NA;13174;11370;1506,5;505,2;NA;5746;31239;2960;NA;4823
27.01.2005;24048;3890,5;10468;357,85;1174,75;4228;13594;9124;NA;13128;11350;1509;505,7;NA;5747;31180;2971;4112;4829,5
28.01.2005;23981;3877;10447;356,55;1174,75;4210;13637;9138;NA;13155;11280;1509,5;504,2;NA;5730;31081;2959;4085;4814
31.01.2005;24491;3917,5;10485;360,2;1181,75;4271;13707;9220,5;NA;13240;11370;1524;507;NA;5747;31432;2994;4085;4826
01.02.2005;24149;3940,5;10542;363,55;1189,25;4294;13515;9264;NA;13465;11360;1529,5;511,4;NA;5767;31579;3017;4111;4872,5
02.02.2005;24664;3955,5;10585;365;1193,25;4302;13516;9314,5;NA;13467;11420;1524,5;511,9;NA;5767;31653;3020;4135;4888,5
03.02.2005;24935;3932,5;10586;364,2;1189,5;4298;13495;9320;NA;13554;11390;1511,5;511,6;NA;5787;31600;3020;4145;4880
04.02.2005;25727;3960;10695;367,5;1202;4359;13590;9428,5;NA;13547;11310;1534;514,1;NA;5818;31949;3050;4154;4920
07.02.2005;NA;3984;10700;369,15;1200,75;4372;13845;9476,5;NA;13574;11480;1530,5;516,3;NA;5841;32117;3054;4169;4953,5
08.02.2005;NA;3985,5;10722;369,35;1202,25;4382,5;13890;9489,5;NA;13623;11480;1529,5;515;NA;5856;32231;3065;4169;4964,5
09.02.2005;26243;3971,5;10673;368,65;1193;4371;NA;9451;NA;13745;11480;1509;518;NA;5840;32186;3054;4152;4966
10.02.2005;26486;3973;10746;367,6;1196,5;4369;NA;9457,5;NA;13795;11530;1506,5;522,5;NA;5845;32192;3060;4154;4976,5
11.02.2005;26686;4017;10806;370,9;1207;4402,5;NA;9588;NA;13808;NA;1534;526,3;NA;5889;32363;3088;4154;5019,5
14.02.2005;26383;4012,5;10793;371,75;1206,25;4390;14074;9589,5;NA;13642;11640;1537,5;528;766,5;5881;32337;3081;4145;5015
15.02.2005;26557;4033;10838;373,9;1210,75;4394,5;14012;9640,5;NA;13758;11640;1548,5;527,5;773,5;5892;32440;3084;4141;5033,5
16.02.2005;26453;4009;10837;372,4;1210,5;4371,5;14015;9572;NA;13717;11620;1545,5;532,3;763,5;5843;32185;3069;4140;5030
17.02.2005;27730;4008;10759;374,15;1201;4377,5;13990;9593;NA;13683;11590;1524;529,4;764,88;5855;32210;3074;4151;5040
18.02.2005;27223;4032,5;10797;375,31;1202,25;4367;14080;9569,5;NA;13682;11650;1517;532,4;759,25;5875;32057;3076;4160;5038
21.02.2005;27297;4032;NA;375,65;NA;4369;14104;9484,5;NA;13684;11660;1513,5;532,6;763;5905;31713;3078;4158;5037
22.02.2005;26988;4008;10618;373,3;1184,75;4307;14095;9359,5;NA;13597;11590;1502;530,8;759,25;5882;31544;3033;4143;5008
23.02.2005;27488;3982,5;10686;371,1;1192,75;4304;13897;9367,5;NA;13616;11500;1501,5;533;760,5;5838;31410;3028;4109;4973,5
24.02.2005;28843;3983;10751;370,35;1200,75;4313,5;14027;9368,5;NA;13780;11550;1518,5;531,5;763,5;5850;31446;3031;4074;4954
25.02.2005;28802;4037;10842;374,75;1212;4362;14172;9446,5;NA;13942;11660;1531;537,8;766,75;5914;31747;3071;4124;4986
28.02.2005;28447;4030,5;10778;374,45;1204;4330;14100;9394;NA;13866;11770;1513;532;769,75;5887;31854;3047;4157;4947
01.03.2005;28033;4059;10827;377;1210;4389,5;13958;9483;NA;13879;11780;1529;534,9;773,75;5946;31980;3083;4175;4980
02.03.2005;28529;4067,5;10812;376,4;1209,5;4380,5;13700;9452;NA;13842;11800;1525;540,4;775,5;5985;31938;3074;4190;4975
03.03.2005;28995;4065;10826;376,5;1210;4379,5;13776;9423,5;NA;13843;11840;1514;544;778;5978;31910;3081;4202;4992
04.03.2005;29505;4092,5;10956;378,8;1224,25;4432,5;13610;9547;NA;13905;11890;1525;547,8;783,75;6014;32166;3115;4217;5011
07.03.2005;29765;4112;10938;379,85;1225,25;4429,5;13672;9556;NA;13920;11920;1544,5;544,2;781,5;6018;32241;3115;4236;5001,5
08.03.2005;29303;4087;10917;377,75;1220,5;4397;13816;9479;NA;13783;11910;1532;545,5;777,75;5983;32082;3098;4246;4988
09.03.2005;28674;4068;10802;376,5;1207;4359;13819;9409;NA;13711;11970;1524;539,9;777;5969;31995;3076;4238;4980,5
10.03.2005;28764;4041,5;10844;372,65;1209,5;4364;13740;9318,5;NA;13468;11840;1524,5;533;767,25;5946;31712;3069;4223;4953
11.03.2005;28268;4052;10785;372,25;1201;4351;13774;9330,5;NA;13554;11890;1509;533;771;5975;31675;3054;4214;4966,5
14.03.2005;28319;4051;10812;372,45;1207,75;4365,5;13816;9299,5;NA;13260;11820;1515,5;536,1;774,75;5964;31737;3061;4244;4957
15.03.2005;27774;4077;10751;374,05;1198,5;4374;13670;9345;NA;13188;11780;1504,5;534,7;779,25;6002;31959;3073;4237;4985
16.03.2005;27990;4021,5;10632;368,55;1187,75;4312;13775;9187,5;NA;13099;11820;1486,5;534,1;766,5;5945;31590;3028;4242;4936,5
17.03.2005;28259;4029,5;10625;368,25;1190;4306,5;13804;9241;NA;13133;11740;1489,5;539,1;767;5928;31663;3036;4246;4932,5
18.03.2005;27646;4058;10635;370,15;1190,7;4332,46;13801;9267,5;NA;13094;11820;1486,9;539,9;764,75;5832;31630;3057;4271;4936,5
21.03.2005;27580;4041;10581;368,3;1186,25;4333;13835;9217;NA;NA;NA;1488,5;534,8;759,5;5841;31455;2999;4282;4956
22.03.2005;26560;4053,5;10488;368,55;1174,25;4356,5;13739;9305,5;NA;13226;11810;1474,5;533,5;767,5;5855;31513;3016;4240;4955,5
23.03.2005;26280;4040;10470;367,8;1174,5;4352;13565;9255,5;NA;12975;11670;1479;528,5;763,25;5865;31441;2998;4175;4932
24.03.2005;26583;4080,5;10468;370,7;1175,5;4375,5;13580;9309,5;NA;NA;11670;1480;527,3;761,5;5873;31639;3026;4167;4941
25.03.2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11700;NA;NA;NA;NA;NA;NA;4162;NA
28.03.2005;26229;4080,5;10504;NA;1177,5;NA;NA;NA;NA;12923;11810;1481;524,6;NA;NA;NA;NA;4163;NA
29.03.2005;25829;4086,5;10437;370,2;1170;4366,5;13395;9304,5;NA;12736;11580;1477;520,9;761,75;5896;31703;3017;4128;4932,5
30.03.2005;26417;4072;10558;367,65;1185,5;4390;13410;9282;NA;12829;11520;1499;526,6;759;5870;31745;3027;4110;4915
31.03.2005;26698;4076;10520;368,75;1184;4362,5;13420;9244;NA;12845;11640;1491;534,5;760,75;5880;31858;3003;4127;4912,5
01.04.2005;26842;4081;10431;367,05;1177,75;4365,5;13455;9272;NA;12911;11720;1480;536;768;5886;32020;2995;4165;4930
04.04.2005;26361;4058;10440;366,35;1179,75;4369,5;13483;9185,5;NA;12784;11690;1485;535,6;765,5;5833;31875;3002;4146;4916,5
05.04.2005;25959;4090;10480;368,25;1185,25;4388;NA;9284,5;NA;12452;11770;1491,5;534,5;772,75;5886;31904;3024;4146;4956
06.04.2005;25599;4110;10522;370,35;1189,25;4391;13561;9375,5;NA;12330;11830;1493;539,3;778;5938;32039;3027;4133;4959
07.04.2005;26243;4127;10570;371,9;1195,25;4410;13593;9388,5;NA;12580;11820;1509;535,1;779,5;5964;32357;3045;4143;4992
08.04.2005;25807;4125,5;10475;372,8;1183,5;4416;13675;9372,5;NA;12644;11880;1493,5;535,2;783,5;5953;32336;3043;4173;4995
11.04.2005;25884;4120,5;10463;371,8;1183,75;4420;13641;9332,5;NA;12534;11740;1486;536,9;786;5951;32378;3043;4148;4987
12.04.2005;26263;4098,5;10516;369,8;1190;4385;13630;9315;NA;12646;11670;1493,5;535,3;782,25;5924;32197;3022;4159;4959
13.04.2005;26211;4117,5;10409;369,85;1176;4414,5;13816;9375;NA;12554;11670;1470;529,8;789,5;5946;32199;3031;4149;4964,5
14.04.2005;25350;4110,5;10253;369;1160,5;4404,5;13815;9354,5;NA;12342;11560;1441;524,4;794;5967;32112;3023;4100;4957
15.04.2005;25006;4048,6;10083;364,88;1143,5;4298,5;13590;9207,3;NA;12025;11320;1414,5;516,5;782,5;5948;31207;2954;4027;4906,5
18.04.2005;25338;3920,5;10073;352;1146,75;4218;13359;8975;NA;11827;10890;1414,5;519;770;5849;30767;2906;3986;4836,5
19.04.2005;25858;3932,5;10137;352,7;1155,75;4216,5;13445;8987;NA;12140;11050;1426;522,9;771,5;5914;30768;2917;4040;4867,5
20.04.2005;25375;3917;10020;350;1139,75;4160;13469;8967,5;NA;11954;11080;1414,5;519,5;771,5;5870;30698;2882;4038;4828
21.04.2005;NA;3919,5;10226;349,3;1161,5;4232;13648;8973,5;NA;12182;10970;1449;522,8;774,25;5856;30827;2932;4020;4819,5
22.04.2005;25090;3955;10188;352,55;1157,25;4227;13722;9047;NA;12137;11060;1431,5;521,3;785;5900;30980;2933;4048;4860
25.04.2005;25603;3965;10256;353,85;1164;4255;13750;9060,5;NA;12511;11070;1441,5;523,9;779,5;5881;31024;2947;4030;4869,5
26.04.2005;25690;3964,5;10161;353;1153,75;4239;13870;9030,5;NA;12682;11020;1429;523,5;774,25;5898;30968;2942;4024;4849,5
27.04.2005;25634;3901,5;10194;347,35;1157,25;4218;13870;8937;NA;12570;11020;1427;519,7;754,5;5819;30557;2921;4024;4797,5
28.04.2005;24712;3886;10064;344,95;1143;4191;13902;8936;NA;12387;10970;1412,5;517,6;745;5832;30496;2899;4025;4797,5
29.04.2005;24904;3887;10197;347,2;1158,5;4208;13730;8945,5;NA;12439;NA;1425,5;522,1;747,75;5840;30544;2908;3987;4796
02.05.2005;24984;3916;10255;348,45;1163,5;4235;NA;9093,5;NA;12529;11020;1427,5;525,7;755,75;5916;30797;2925;4009;NA
03.05.2005;24859;3934,5;10283;348,5;1166;4257;13764;9149;NA;12450;NA;1438;523,7;757;5920;30846;2941;3988;4856,5
04.05.2005;25798;3972;10372;350,7;1175,25;4287;13845;9175,5;NA;12755;NA;1452;528,4;758;5988;30886;2969;3945;4884
05.05.2005;25648;4001,5;10346;354,1;1175;4285;14018;9213;NA;12732;NA;1456,5;528;NA;NA;31078;2969;3964;4901
06.05.2005;25907;4016,5;10337;356;1171,25;4312;13999;9228;NA;12721;11170;1458;532,5;768,5;6024;31010;2991;3969;4917
09.05.2005;25708;4005;10374;355,5;1178,25;4314,5;14045;9189;NA;12668;11180;1463,5;535,8;768,75;6000;30949;2994;4012;4902,5
10.05.2005;24950;3982;10274;353,7;1166,25;4263,5;13970;9116,5;NA;12614;11160;1454;532,3;764,5;5913;30673;2959;3997;4889
11.05.2005;24968;3963;10301;352,3;1172,5;4265;13870;9124,5;NA;12565;11100;1461;529,6;762,75;5913;30736;2951;4000;4879
12.05.2005;24278;4001;10188;355,15;1159,25;4271;13935;9191,5;NA;12546;11080;1457,5;522,1;770;5953;30953;2967;4029;4896
13.05.2005;24126;4007;10158;355,6;1156,75;4274;13810;9241;NA;12429;11040;1474;520,2;775,5;5945;30997;2966;4010;4892
16.05.2005;24608;4001,5;10252;354,95;1167;4283,5;NA;9233,5;NA;12512;10950;1481,5;521;774,75;5945;30964;2981;3960;4885
17.05.2005;24688;4003,5;10337;355,4;1175,25;4262,5;13561;9219,5;NA;12520;10820;1494;524,5;776,5;5945;30680;2971;3956;4902
18.05.2005;25134;4071,5;10471;360,75;1186,75;4347,5;13597;9370,5;NA;12806;10830;1512,5;527,1;782,5;6003;31168;3029;3989;4959
19.05.2005;25015;4087;10496;363,25;1191,25;4364;13678;9400,5;NA;12875;11070;1524;532,1;785,38;6023;31261;3032;4053;4972,5
20.05.2005;24755;4104,5;10483;364,86;1190,25;4396;13661;9376,5;NA;12955;11070;1530,5;529,7;786,5;6024;31276;3053;4049;4979
23.05.2005;24400;4071;10540;365,05;1196,25;4424;13655;9413;NA;13088;11160;1539;NA;784,75;6044;31600;3069;4081;4994
24.05.2005;24731;4068,5;10501;364,1;1193,75;4406,5;13686;9380,5;NA;13080;11130;1540,5;532,7;784,25;6079;31575;3059;4105;4988
25.05.2005;24688;4063;10473;365,25;1192,5;4394;13547;9356;NA;13118;11030;1538,5;532,8;783,5;6099;31603;3051;4083;4973
26.05.2005;NA;4102,5;10540;367,5;1198;4448;13565;9427,5;NA;13213;11050;1549;536,1;791;6142;31823;3080;4090;5000
27.05.2005;25456;4097;10551;367,25;1200,25;4458,5;13716;9379,5;NA;13199;11160;1552;539,9;790,44;6163;31736;3081;4111;4985
30.05.2005;25599;4120;NA;368,85;1201,75;4484;13748;9478;NA;13215;11240;1556,5;540,8;795,25;6160;31904;3099;4129;NA
31.05.2005;25491;4109;10480;364,85;1192,25;4484;13902;9440,5;NA;13030;11260;1545;536,6;795,25;6132;31785;3090;4116;4964
01.06.2005;26093;4169;10537;371,95;1201,25;4536,5;13851;9561,5;NA;13221;11300;1557,5;538,4;796,25;6212;32126;3132;4155;5013
02.06.2005;26765;4173,5;10559;372,85;1205,25;4544;13823;9546;NA;13338;11300;1571,5;537,6;791,5;6227;32157;3135;4202;5013,5
03.06.2005;26527;4159;10481;371,95;1198,5;4507;13828;9499;NA;13243;11280;1550,5;539,9;789,25;6212;31968;3108;4208;5004,5
06.06.2005;25617;4141;10470;369,2;1198;4516;13837;9456;NA;13245;11260;1545,5;540,4;NA;6187;31887;3108;4207;4985
07.06.2005;25127;4180;10494;372,35;1199;4561;13869;9533,5;NA;13187;11190;1534;540;794;6236;32167;3133;4204;5027
08.06.2005;24742;4175;10488;372,8;1196;4559;13922;9489,5;NA;13155;11290;1530,5;543,3;796,5;6233;32207;3124;4224;5011,5
09.06.2005;24486;4158;10501;373,45;1201;4576,5;13912;9496;NA;13250;11140;1537,5;546,5;796,5;6245;32297;3132;4219;5011
10.06.2005;24977;4184,5;10516;376,05;1199;4587,5;13977;9560,5;NA;13257;11300;1524;548;799,25;6238;32388;3143;4225;5036,5
13.06.2005;24873;4205,5;10536;377,4;1202,5;4589;13968;9580,5;NA;13310;11320;1531;551;802,25;6268;32596;3153;4231;5053
14.06.2005;25703;4199,5;10556;377,85;1205;4604,5;13934;9608;NA;13340;11340;1526,5;549,2;809;6271;32675;3173;4230;5053
15.06.2005;25169;4182;10571;375,9;1206,5;4557;13916;9560,5;NA;13497;11410;1528;553,3;804;6252;32614;3153;4248;5018,5
16.06.2005;26546;4187,5;10577;378,75;1210,5;4577;13836;9631;NA;13535;11420;1535,5;559;809;6261;32757;3159;4267;5045
17.06.2005;26842;4236,5;10646;381,67;1222,68;4618,65;13935;9694,6;NA;13646;11520;1553,96;557,3;809;6266;32928;3185,42;4328;5138
20.06.2005;26802;4199;10633;379,7;1220;4622;13954;9606;NA;14019;11480;1545,5;561,3;811,75;6244;32440;3175;4317;5086
21.06.2005;26507;4223;10644;381,55;1221;4632;14031;9664;NA;13866;11490;1551;559,5;819;6305;32570;3188;4296;5093,5
22.06.2005;26300;4235;10633;382,8;1221;4647;14198;9677,5;NA;13765;11540;1548;565,1;819;6294;32506;3189;4282;5115
23.06.2005;25464;4246,5;10436;383,1;1204;4628;14222;9730,5;NA;13700;11580;1527,5;561,5;826,25;6283;32499;3180;4268;5130
24.06.2005;25517;4207;10325;380,6;1195,75;4580;14267;9627,5;NA;13609;11520;1511,5;561,8;NA;6220;32199;3153;4263;5090
27.06.2005;25852;4163,5;10323;377,6;1196,25;4530;14197;9576,5;NA;13758;11430;1506;562,4;812,25;6198;31873;3124;4240;5053
28.06.2005;25806;4197,5;10429;382,05;1206,75;4589,5;14272;9657,5;NA;13822;11510;1517;564,1;814,75;6219;32165;3174;4283;5095
29.06.2005;25589;4235,5;10383;383,85;1203;4593;14322;9719,5;NA;13843;11550;1511,5;562,4;823;6273;32341;3178;4255;5115
30.06.2005;25641;4235,5;10302;384,5;1195,5;4622,5;14208;9743,5;NA;13776;11560;1503;556,1;822,5;6252;32415;3198;4273;5121,5
01.07.2005;25736;4270,5;10333;388,4;1200;4637,5;NA;9807,5;NA;13786;11640;1500;NA;829,75;6287;32595;3216;4287;5164
04.07.2005;25409;4271;NA;390,35;1198,25;4645;14220;9798,5;NA;13777;11660;1498,5;557;834,5;6298;32724;3219;4290;5191
05.07.2005;24980;4255;10387;389,6;1209;4631,5;14176;9799;NA;13918;11600;1513,5;566,9;830,75;6294;32649;3220;4302;5192
06.07.2005;24868;4282,5;10288;390,3;1198,5;4637;14220;9821;NA;14057;11610;1507;567,5;831,25;6325;32800;3231;4264;5233
07.07.2005;24765;4220;10333;383,8;1202,75;4580;14027;9627,5;NA;14105;11590;1512,5;568,5;818,75;6255;32218;3197;4224;5158
08.07.2005;24695;4301,5;10472;388,7;1216,5;4634;13927;9784;NA;14134;11580;1544,5;572;831,5;6320;32801;3244;4212;5233,5
11.07.2005;25361;4325;10541;390,95;1223,5;4670;14183;9874;NA;14064;11700;1557,5;575,5;846,75;6367;33037;3245;4260;5243,5
12.07.2005;25865;4316,5;10528;389,55;1225,5;4688;14161;9873;NA;14229;11700;1562;575,8;846;6335;32929;3253;4259;5225
13.07.2005;26266;4345,5;10577;392;1228;4696;14303;9940;NA;14248;11680;1567;572,7;851;6403;33187;3265;4277;5251,5
14.07.2005;26227;4373,5;10655;393,5;1231,75;4719,5;14507;9958;NA;14331;11770;1584;568,4;851,5;6452;33390;3281;4289;5261
15.07.2005;25494;4375,8;10656;393,82;1231,25;4737,5;14515;9929,3;NA;14200;11780;1587;570,5;850,25;6467;33213;3287;4279;5229
18.07.2005;25635;4372,5;10617;390,4;1226,5;4738;14572;9981;NA;14205;NA;1582;570,7;849,5;6474;33288;3284;4283;5214,5
19.07.2005;25432;4423,5;10663;394,2;1233,25;4783,5;14588;10000,5;NA;14401;11770;1600;576,3;850,25;6480;33616;3318;4264;5210,5
20.07.2005;25907;4429;10683;392,6;1236,5;4826,5;14604;10003,5;NA;14525;11770;1608,5;579,6;847,5;6524;33521;3325;4295;5207,5
21.07.2005;25983;4433;10638;393,05;1230;4847;14656;10016,5;NA;14500;11790;1606;578,9;852,75;6496;33514;3301;4344;5211,5
22.07.2005;25453;4426;10666;391,5;1237;4857;14784;10017;NA;14544;11700;1609,5;582,7;853,25;6513;33603;3298;4367;5237,5
25.07.2005;24550;4426,5;10629;391,9;1234;4852,5;14806;10012;NA;14345;11770;1604;583,6;854,25;6509;33711;3301;4364;5266
26.07.2005;24863;4435;10598;392,8;1235;4860;14784;10036;NA;14275;11740;1607;583,6;856;6533;33706;3310;4370;5250,5
27.07.2005;25325;4438,5;10649;392;1239,75;4876;14815;10086,5;NA;14377;11840;1617,5;590,7;861,5;6564;33728;3318;4376;5251
28.07.2005;26214;4468;10717;392,15;1247;4918,5;14852;10131,5;NA;14459;11850;1626,5;591,5;865;6618;33838;3343;4351;5261
29.07.2005;26160;4454;10677;392,35;1236,75;4899,5;14884;10091;NA;14619;11910;1611,5;585,3;864,5;6603;33681;3328;4364;5270,5
01.08.2005;26500;4465;10633;394,2;1237,5;4912;15024;10073,5;NA;14755;11970;1615;NA;864,5;6613;33658;3327;4353;5282,5
02.08.2005;26930;4510,5;10683;396;1245;4945,5;15130;10124;NA;14850;11940;1629;595,2;870;6674;33979;3351;4371;5319
03.08.2005;26824;4499,5;10708;395,5;1247,75;4940;15096;10159,5;NA;14778;11940;1632,5;595,2;869,75;6664;33931;3348;4348;5325
04.08.2005;26535;4462;10615;393,1;1238;4857;15100;10083,5;NA;14779;11890;1616,5;595;864;6622;33557;3297;4357;5314,5
05.08.2005;26569;4424;10569;389,65;1229,75;4840;15017;10046,5;NA;14613;11760;1607,5;590,2;861,75;6613;33406;3282;4354;5312,5
08.08.2005;26719;4445;10558;389,9;1227,25;4835;15111;10126,5;NA;14740;11790;1598,5;595,4;862,25;6639;33550;3284;4379;5338
09.08.2005;27292;4494,5;10632;394,1;1234,25;4925;15018;10157,5;NA;14815;11920;1607,5;595;863,5;6650;33775;3335;4402;5355,5
10.08.2005;27060;4530,5;10624;400,25;1233,75;4971;15322;10232,5;NA;14845;12150;1596;599,7;874,25;6690;34062;3358;4409;5386,5
11.08.2005;26575;4500;10685;398,55;1238,5;4960;15365;10230,5;NA;14908;12260;1594,5;600,9;869,75;6686;33959;3351;4439;5363,5
12.08.2005;26883;4478;10598;395,5;1231;4934,5;15431;10193;NA;14835;12280;1592,5;599,8;866,5;6651;33810;3328;4451;5354
15.08.2005;27390;4467;10659;395,65;1237,5;4955;15430;10181,5;NA;15010;12270;1606;599,1;868;6638;NA;3343;4452;5353
16.08.2005;27068;4448;10533;394,6;1221,5;4882;15370;10142,5;NA;14703;12320;1583;592,7;865,75;6638;33601;3304;4465;5330
17.08.2005;27400;4440,5;10562;393,6;1221,5;4895;15422;10102,5;NA;14691;12290;1583,5;590,7;862,25;6635;33531;3307;4441;5313
18.08.2005;27297;4429,5;10568;391,35;1221;4866,5;15090;10045,5;NA;14736;12290;1579,5;584,2;862,75;6597;33275;3292;4422;5292,5
19.08.2005;26948;4467,7;10592;392,44;1223,75;4929;15027;10082,1;NA;14788;12280;1579,5;590,7;866,25;6636;33748;3326;4448;5319,5
22.08.2005;27725;4491,5;10589;394,4;1224;4930;15212;10181,5;NA;14886;12480;1580,5;592,4;866,5;6628;33772;3320;4487;5330,5
23.08.2005;27103;4445;10550;391,45;1221,5;4913;14947;10119,5;NA;14831;12470;1577,5;588,3;859,25;6568;33460;3292;4465;5313
24.08.2005;27004;4429,5;10437;389,75;1210;4923;14826;10099;NA;14716;12500;1565;588,7;849,5;6534;33647;3293;4429;5284,5
25.08.2005;27796;4384;10460;386,8;1213,5;4851,5;14851;9995;NA;14715;12450;1567;592,3;849,5;6487;33459;3254;4414;5268,5
26.08.2005;27419;4346;10407;385,6;1206;4789;14923;9892,5;NA;14509;12430;1563,5;586,6;838,04;6447;33080;3224;4439;5240
29.08.2005;27798;4365,5;10478;386,2;1214,5;4840,5;14778;9937;NA;14413;12320;1574,5;591;842,25;6464;33216;3256;4371;NA
30.08.2005;27919;4365;10415;386,45;1208,6;4812,5;14892;9939;NA;14099;12470;1570;594,5;839;6470;33163;3245;4416;5264,5
31.08.2005;28432;4403,5;10502;389,8;1221,5;4839,5;14896;10030,5;NA;14317;12430;1584;600,4;849,5;6525;33525;3270;4439;5295
01.09.2005;28286;4429;10462;390;1221,75;4834,5;15139;10147,5;NA;14537;12530;1579;606,9;852;6555;33708;3276;4492;5333,5
02.09.2005;28683;4405,5;10462;389,5;1219,75;4847,5;15217;10151,5;NA;14824;12560;1576,5;606,8;853;6530;33707;3278;4463;5331,5
05.09.2005;28847;4434,5;NA;391,8;1224;4904;15205;10302;NA;14895;12650;1581,5;NA;857,5;6543;33818;3303;4467;5345,5
06.09.2005;29186;4475,5;10588;394,55;1234,25;4979;15160;10375,5;NA;15009;12600;1598,5;607,1;862;6615;33989;3349;4456;5364,5
07.09.2005;NA;4489,5;10623;394,4;1235,5;4993;15228;10415,5;NA;15195;12610;1598,5;606,4;863,5;6686;34094;3353;4494;5363,5
08.09.2005;29098;4470,5;10594;394,1;1232;4990;15145;10465,5;NA;15035;12510;1599;603,9;861;6687;34149;3348;4462;5344,5
09.09.2005;29630;4491,5;10678;394,95;1242;5022;15150;10482,5;NA;15210;12670;1609;610,8;868;6705;34221;3372;4471;5360,5
12.09.2005;29355;4494,5;10679;396;1240,25;4991;15200;10494;NA;15199;12830;1613;610,8;869,75;6730;34315;3354;4484;5379,5
13.09.2005;29153;4458,5;10617;393,35;1232,5;4911,5;15029;10431,5;NA;15088;12860;1609,5;607,7;869,75;6697;34071;3330;4495;5339
14.09.2005;29338;4470,5;10552;393,95;1228,5;4906;15069;10467,5;NA;15256;12820;1591;612,7;873,75;6736;34321;3336;4524;5346
15.09.2005;29608;4476,5;10556;395,1;1227,25;4896,5;15054;10469;NA;15429;12940;1586,5;615,4;868,5;6754;34300;3329;4500;5376
16.09.2005;30051;4518,5;10673;398,86;1232,79;4976,87;14976;10546;NA;NA;12920;1591,92;613,7;873,75;6820;34407;3373,1;4572;5417,5
19.09.2005;30264;4516,5;10606;400;1238;4957,5;NA;10537;NA;15925;NA;1602;621;872,5;6818;34516;3372;4563;5461
20.09.2005;30200;4540;10523;402,45;1227,5;4974;15235;10580,5;NA;15834;13130;1592;614;873;6852;34532;3372;4592;5446
21.09.2005;31079;4476,5;10419;397,4;1216;4880,5;15200;10510,5;NA;16019;13160;1574,5;618,9;863,75;6770;34447;3321;4566;5399
22.09.2005;30948;4456,5;10451;394,1;1219,75;4889,5;15156;10548;NA;15971;13140;1577;613,7;868;6746;34208;3326;4568;5414
23.09.2005;31490;4482,5;10452;394,65;1220,5;4927;15100;10622,5;NA;15957;NA;1585;615,9;869;6797;34250;3354;4566;5439,5
26.09.2005;31264;4571,5;10487;399,8;1221,5;5002;15289;10718,5;NA;16078;13330;1587;623,8;883,75;6862;34717;3396;4648;5474,5
27.09.2005;30935;4552;10495;398,35;1221,75;5004;15205;10687,5;NA;16114;13320;1581,5;628,8;883,25;6864;34619;3397;4653;5471
