Date;BZ1Index;CF1Index;DM1Index;EO1Index;ES1Index;GX1Index;HI1Index;IB1Index;IFB1Index;IS1Index;NK1Index;NQ1Index;PT1Index;QC1Index;SM1Index;ST1Index;VG1Index;XP1Index;Z1Index
03.01.2000;17489;5910;NA;674,53;1466,75;6804,5;17365;11616,5;NA;7370;NA;3844,5;NA;NA;7623;NA;4862;NA;NA
04.01.2000;16373;5688;NA;644,67;1411,75;6630;17000;11142,5;NA;6987;18990;3557,5;486,8;NA;7311;NA;4672;NA;6707,5
05.01.2000;16694;5485;NA;634,17;1413,5;6532;15655;10858,5;NA;7044;18380;3512,5;480,25;NA;7215;NA;4562;NA;6569,5
06.01.2000;16530;5476;NA;626,6;1404;6505,5;14965;NA;NA;7025;17900;3312,5;476;NA;7307;NA;4535;NA;6488
07.01.2000;16741;5566;NA;647,3;1459,75;6830;15240;11056;NA;7321;18170;3562;497,5;NA;7466;NA;4684;NA;6532
10.01.2000;17392;5672;NA;655,48;1475;6960;15880;11115;NA;7600;NA;3770;506,9;NA;7483;NA;4747;NA;6643
11.01.2000;16963;5628;NA;650;1454,25;6938,5;15980;10976,5;NA;7411;18830;3575;498,5;NA;7453;NA;4708;NA;6543
12.01.2000;16840;5600;NA;639,19;1442;6938;15690;10907;NA;7437;18620;3503,5;492,1;NA;7473;NA;4664;NA;6568
13.01.2000;17656;5633;NA;641,59;1459;7009;15630;10957,5;NA;7555;18920;3644;495,3;NA;7461;NA;4711;NA;6556
14.01.2000;17899;5811;NA;657,58;1478;7229;15420;11255;NA;7675;18850;3751,5;491,35;NA;7550;NA;4897;NA;6690
17.01.2000;18288;5851;NA;661,61;NA;7307;15570;11265,5;NA;7705;19300;3761;496,9;NA;7528;NA;4927;NA;6705
18.01.2000;18122;5690,5;NA;647,56;1469,5;7123;15765;11063;NA;7580;19150;3807;503,6;NA;7414;NA;4781;NA;6511,5
19.01.2000;17781;5659;NA;641,91;1472,5;7128;15200;11141;NA;7440;18930;3850;506;NA;7370;NA;4769;NA;6464
20.01.2000;17379;5717;NA;643,66;1456,25;7140;15310;10994,5;NA;7295;19060;3880;507,6;NA;7287;NA;4792;NA;6363
21.01.2000;17282;5676,5;NA;641,84;1454,25;7012,5;14990;10933,7;NA;7100;18760;3893;503,2;NA;7251;NA;4710;NA;6362
24.01.2000;17215;5698;NA;648,14;1411,75;6950;15160;10943,5;NA;7097;19050;3683,5;497;NA;7163;NA;4700;NA;6400
25.01.2000;NA;5605;NA;641,54;1418,5;6891;15080;10857;NA;7112;18930;3791,5;502,4;NA;6965;NA;4690;NA;6279
26.01.2000;17280;5654;NA;636,94;1415,5;6989,5;15415;11024,5;NA;7143;19100;3654,5;509,5;NA;7007;NA;4733;NA;6410
27.01.2000;17231;5700;NA;637,44;1409,75;7161;15890;11199;NA;7066;19180;3636;513;NA;7141;NA;4832;NA;6444
28.01.2000;16837;5737;NA;629,24;1366,5;7095;16146;10953,5;NA;6842;19380;3475;496,95;NA;7045;NA;4763;NA;6387,5
31.01.2000;16582;5674,8;NA;614,27;1401;6858;15600;10804;NA;6800;19500;3612,5;499,2;NA;6953;NA;4687;NA;6285
01.02.2000;16675;5785;NA;621,83;1416,75;7041;15560;10983,5;NA;6940;19450;3723,5;502,4;NA;7044;NA;4830;NA;6311
02.02.2000;16979;5979;NA;631,73;1415,5;7179,5;15900;11250,5;NA;6972;19660;3734;516,2;NA;7068;NA;4924;NA;6293
03.02.2000;17562;6155;NA;650,82;1436,5;7358;15970;11579,5;NA;7235;19830;3892,5;523;NA;7188;NA;5053;NA;6337
04.02.2000;18079;6313;NA;660,53;1431,5;7400;NA;11647,5;NA;7440;19840;3906,5;546,1;NA;7203;NA;5120;NA;6172
07.02.2000;18231;6217;NA;653,95;1427,25;7315,5;NA;11482,5;NA;7755;19950;3957;539,7;NA;7164;NA;5058;NA;6117,5
08.02.2000;18893;6324;NA;669,15;1446,25;7542;16190;11836,5;NA;7774;19870;4095;546;NA;7145;NA;5192;NA;6305
09.02.2000;18545;6313;NA;667,46;1418,25;7659;16975;11981,5;NA;7620;19990;3976,5;545,2;NA;7062;NA;5171;NA;6335,5
10.02.2000;18674;6228,5;NA;663,12;1419,25;7671;16770;12057;NA;7900;19790;4112;550,95;NA;7010;NA;5177;NA;6284,5
11.02.2000;18095;6260;NA;661,34;1396,75;7710;17830;12439;NA;7805;NA;3992,5;541,2;NA;6996;NA;5265;NA;6213
14.02.2000;17757;6288;NA;655,85;1398,75;7648;17220;12431,5;NA;7735;19690;4003,5;551,5;NA;6945;NA;5151;NA;6041
15.02.2000;17854;6115;NA;652,74;1410;7436,5;16660;12169;NA;7723;19400;4036,5;554;NA;6830;NA;5044;NA;5999,5
16.02.2000;18072;6074;NA;661,62;1392,75;7526,5;17090;12243,5;NA;7750;19700;4020,5;560,1;NA;6951;NA;5104;NA;6164,5
17.02.2000;18536;6190;NA;666,52;1385,5;7637;17000;12354,5;NA;7680;19780;4106,5;560,1;NA;7042;NA;5129;NA;6219
18.02.2000;18154;6086;NA;672,25;1353,25;7596;16570;12418,3;NA;7465;19840;3968;548,9;NA;7031;NA;5120;NA;6147
21.02.2000;18386;5981,5;NA;649,73;NA;7567;16360;12275,5;NA;7430;19580;3966,5;539;NA;6981;NA;5055;NA;6063
22.02.2000;18095;5975,5;NA;649,46;1349;7629,5;16325;12050,5;NA;7357;19450;3967,5;538,6;NA;7055;NA;5069;NA;6014
23.02.2000;18418;6028;NA;653,12;1365,25;7711,5;16380;12322,5;NA;7587;19520;4187,5;545;NA;7123;NA;5105;NA;6154,5
24.02.2000;18158;6081;NA;653,43;1355,25;7640;17145;12372,5;NA;7526;19640;4292,5;536,7;NA;7062;NA;5095;NA;6075
25.02.2000;18241;6187;NA;660,77;1338;7785,5;17150;12665,5;NA;7435;19810;4190,5;526,95;NA;6982;NA;5241;NA;6216
28.02.2000;18011;6110;NA;654,6;1347,75;7590;17046;12512,5;NA;7441;19770;4158;530,4;NA;6921;NA;5125;NA;6084
29.02.2000;18120;6249,7;NA;667,74;1372;7688;17000;12564;NA;7465;19950;4301;523,5;NA;6927;NA;5210;NA;6250
01.03.2000;18281;6243,5;NA;668,13;1385;7727;16680;12596;NA;7690;20050;4325,5;537,7;NA;6940;NA;5250;NA;6348
02.03.2000;18406;6447;NA;671,03;1385;7955;16810;12693,5;NA;8060;20060;4225;544,5;NA;7063;NA;5425;NA;6435,5
03.03.2000;19045;6532,5;NA;683,01;1410,75;7970,5;17210;12750,5;NA;8230;19940;4454,5;545,4;NA;7040;NA;5465;NA;6470
06.03.2000;NA;6563;NA;678,95;1395;7979;17785;12803,5;NA;8053;19820;4497,5;553;NA;7082;NA;5476;NA;6567
07.03.2000;NA;6453;NA;680,59;1351,75;8063;17795;12678;NA;8070;19940;4392,5;544,45;NA;7056;NA;5425;NA;6453
08.03.2000;18631;6358;NA;674,7;1366,25;7980;17870;12670,5;NA;8370;19790;4457,5;539,4;NA;6952;NA;5363;NA;6394
09.03.2000;18997;6442;NA;668,45;1404,25;7967;17530;12579;NA;8390;19680;4608;543,9;NA;6913;NA;5362;NA;6533
10.03.2000;18606;6528;NA;678,08;1399,5;7989;17745;12528;NA;8245;19840;4605;548,8;NA;6932;NA;5424;NA;6581,5
13.03.2000;17871;6345;NA;657,19;1383,5;7693;17045;12299,5;NA;8100;19140;4463,5;547,2;NA;6794;NA;5227;NA;6462,5
14.03.2000;17480;6360;NA;661,79;1362,25;7660;16770;12588;NA;7880;18990;4244;550,5;NA;6843;NA;5230;NA;6485
15.03.2000;17629;6231,5;NA;645,2;1395,25;7446;16770;12330,5;NA;8030;18970;4110,5;545,75;NA;6850;NA;5083;NA;6450
16.03.2000;17951;6277,5;NA;662,35;1459;7596,5;16230;12319,5;NA;8075;19210;4359,5;562,65;NA;7121;NA;5187;NA;6569,5
17.03.2000;17769;6334;NA;667,4;1489;7735,64;17310;12384,2;NA;8013;19440;4345;567,75;NA;7380,7;NA;5323;NA;6644,5
20.03.2000;17728;6380;NA;675,84;1478;7919;17050;12401,5;NA;7967;NA;4352,5;572;NA;7090;NA;5310;NA;6674
21.03.2000;18538;6336;NA;671,29;1507,5;7858;17035;12377,5;NA;NA;19520;4518;579,1;NA;7194;NA;5289;NA;6680
22.03.2000;18720;6292;NA;677,14;1517,5;7848;17395;12179,5;NA;7790;19670;4620;588,7;NA;7300;NA;5268;NA;6666
23.03.2000;18612;6295;NA;674,39;1544;7801;17680;12034;NA;7958;19640;4732,5;593,4;NA;7325;NA;5270;NA;6661,5
24.03.2000;18835;6379,5;NA;681,68;1555,5;7952;17760;12257;NA;8106;19840;4804;601,5;NA;7379;NA;5386;NA;6820
27.03.2000;19066;6459;NA;682,53;1538,5;7947;18390;12180,5;NA;8142;20150;4762;603,1;NA;7330;NA;5389;NA;6741
28.03.2000;18568;6530;NA;686,74;1530,25;7973;18380;12218,5;NA;7952;20480;4662,5;600,2;NA;7318;NA;5421;NA;6725
29.03.2000;18186;6497,5;NA;685,51;1530,5;7936;18200;12126;NA;8189;20670;4468,5;590,5;NA;7356;NA;5416;NA;6655
30.03.2000;17722;6319,5;NA;664,74;1504,25;7698;17817;11861,5;NA;7893;20430;4327,5;570;NA;7305;NA;5229;NA;6491,5
31.03.2000;18014;6304,4;NA;665,59;1515,25;7605;17460;11943;NA;7760;20400;4457,5;578;NA;7389;NA;5232;NA;6600,5
03.04.2000;17319;6128;NA;651,38;1528,25;7474,5;17010;11704;NA;7650;20710;4135;570;NA;7453;NA;5130;NA;6517
04.04.2000;16794;6250;NA;658,6;1519,5;7582;NA;11563,5;NA;7440;20610;4066;550,3;NA;7547;NA;5180;NA;6493
05.04.2000;16733;6044,5;NA;644,96;1505,5;7346;16370;11362;NA;7525;20500;4060;557,7;NA;7420;NA;5041;NA;6365
06.04.2000;17081;6241,5;NA;659,01;1516,5;7485,5;16460;11686;NA;7700;20240;4145;566,3;NA;7423;NA;5192;NA;6514,5
07.04.2000;17533;6320;NA;672,73;1529;7547,5;16950;11837,5;NA;7790;20440;4337;573,3;NA;7406;NA;5264;NA;6600
10.04.2000;16795;6380;NA;672,84;1521,5;7565;16780;11830,5;NA;7600;20640;4025,5;568;NA;7347;NA;5294;NA;6595
11.04.2000;16520;6258;NA;663,13;1519;7475;16480;11550,5;NA;7480;20570;3955;562,5;NA;7403;NA;5153;NA;6422
12.04.2000;16576;6237;NA;663,58;1476,75;7450;16690;11595;NA;7260;20770;3695;547,5;NA;7520;NA;5166;NA;6423
13.04.2000;15899;6262,5;NA;663,66;1456;7474;16330;11709;NA;7080;20530;3585;539;NA;7513;NA;5185;NA;6428
14.04.2000;14969;6070;NA;651,85;1367,5;7225;16100;11294;NA;6540;20500;3217,5;513;NA;7452;NA;4991;NA;6213
17.04.2000;15199;6080;NA;641,63;1412,75;7204;14780;11199;NA;6443;19000;3577,5;529;NA;7300;NA;5000;NA;6033,5
18.04.2000;15981;6157,5;NA;647,35;1452,75;7247;15300;11305;NA;6845;18730;3750;546,8;NA;7298;NA;5084;NA;6124
19.04.2000;15409;6165;NA;654,25;1440,25;7232,5;15445;11367;NA;6618;19120;3622,5;540,7;NA;7300;NA;5060;NA;6222
20.04.2000;15739;6265;NA;656,85;1447,25;7220;15340;11517,4;NA;NA;19160;3535;538;NA;7330;NA;5124;NA;6279
21.04.2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18770;NA;NA;NA;NA;NA;NA;NA;NA
24.04.2000;15301;NA;NA;NA;1437;NA;NA;NA;NA;6625;18480;3417;530,5;NA;NA;NA;NA;NA;NA
25.04.2000;15821;6328;NA;655,53;1489,25;7323;15460;11408,5;NA;6917;18170;3645;552,25;NA;7386;NA;5173;NA;6310
26.04.2000;15868;6385;NA;661,58;1475,5;7401;15180;11449,5;NA;6950;18080;3527,5;568,95;NA;7414;NA;5233;NA;6280
27.04.2000;15914;6225;NA;648,44;1467,25;7220;15173;11292;NA;7020;18090;3685;563,5;NA;7361;NA;5157;NA;6208
28.04.2000;16149;6434,2;NA;659,33;1460;7461;15490;11547,5;NA;6870;18100;3810;561;NA;7420;NA;5308;NA;6384,5
01.05.2000;NA;NA;NA;664,27;1477;NA;NA;NA;NA;NA;18430;3867;575,45;NA;NA;NA;NA;NA;NA
02.05.2000;15906;6556;NA;671,39;1450,5;7580;15830;11932,5;NA;6770;18470;3638;573;NA;7511;NA;5448;3146;6429
03.05.2000;15373;6412;NA;664,37;1422,5;7380;15515;11664,5;NA;6553;NA;3585;563,8;NA;7474;NA;5285;3116;6214
04.05.2000;15364;6475;NA;661,78;1423,25;7408,5;15240;11616,5;NA;6645;NA;3589,5;568,5;NA;7478;NA;5304;3077;6223
05.05.2000;15611;6543;NA;669,2;1439;7526;15300;11596;NA;NA;NA;3695;581;NA;7475;NA;5345;3132;6270
08.05.2000;15239;6498;NA;665,99;1430;7422,5;14822;11272;NA;6645;18160;3551,5;565,5;NA;7485;NA;5268;3114;6238
09.05.2000;14937;6352;NA;661,53;1419,75;7277;14770;11097,5;NA;6350;17800;3452,5;562,6;NA;7555;NA;5153;3085;6146,5
10.05.2000;14821;6257;NA;654,18;1387,75;7142;14460;10841,5;NA;6220;17740;3252,5;548;NA;7555;NA;5064;3038;6142
11.05.2000;14651;6390;NA;659,76;1415;7293;NA;11036,5;NA;6264;16810;3385,5;550,2;NA;7679;NA;5193;2990;6267,5
12.05.2000;14641;6459;NA;668,32;1430,75;7280,5;15130;11109,5;NA;6350;17280;3417,5;555;NA;7710;NA;5253;3044;6314
15.05.2000;15414;6406;NA;668,2;1457,75;7220;14700;10968,5;NA;6460;17280;3559,5;558;NA;7702;NA;5190;3053;6262
16.05.2000;15702;6571;NA;676,33;1471,75;7403;15065;11250;NA;6470;17560;3670;576,4;NA;7763;NA;5340;3093;6350,5
17.05.2000;15253;6452;NA;666,5;1456,75;7229;14860;10920,5;NA;6340;17360;3587,5;576,45;NA;7705;NA;5230;3071;6210,5
18.05.2000;14826;6451,5;NA;668,5;1442;7175;14200;10922,5;NA;6265;17000;3460;580,6;NA;7766;NA;5240;3032;6260
19.05.2000;14394;6203;NA;653,39;1415;7010,5;14500;10521,2;NA;5975;16800;3280;559,95;NA;7686;NA;5043;3035;6060
22.05.2000;14089;6102;NA;642,06;1403,75;6935,5;14170;10303;NA;5751;16300;3297,5;NA;NA;7674;NA;4955;3000;6066
23.05.2000;13691;6160;NA;646,88;1382,5;6947;14280;10421;NA;5678;16220;3012,5;544;NA;7790;NA;4972;3016;6100
24.05.2000;14395;6047;NA;644,71;1401,75;6864;13850;10383,5;NA;5870;15930;3167,5;553,7;NA;7828;NA;4911;3001;6139
25.05.2000;14282;6100;NA;647,77;1389;6962;13850;10568;NA;5796;16240;3125,5;550,3;NA;7890;NA;5016;3022;6253,5
26.05.2000;14775;6141;NA;648,65;1381,25;6958;13635;10443;NA;5735;15990;3130;546,75;NA;7812;NA;5039;3012;6234
29.05.2000;15000;6192;NA;656,56;1387;7036;13960;10520;NA;5800;16250;3151;546,5;NA;7817;NA;5093;3037;NA
30.05.2000;15421;6311,5;NA;655,85;1427,25;7129;13968;10688;NA;6070;16300;3427;567,8;NA;7725;NA;5162;3037;6369,5
31.05.2000;15076;6383,6;NA;657,03;1422,25;7130;14875;10708,5;NA;6043;16340;3325;561,9;NA;7759;NA;5204;3089;6367,5
01.06.2000;15585;6595;NA;NA;1451,5;7278;15055;10931,5;NA;6240;16710;3512,5;575,4;NA;7759;NA;5322;3106;6485
02.06.2000;16422;6673;NA;676,08;1476;7445;15330;11180;NA;6698;16820;3751,5;588,2;NA;7849;NA;5428;3144;6645
05.06.2000;16138;6664,5;NA;673,4;1470,5;7411;15900;11016,5;NA;6620;17230;3752,5;580,5;NA;7793;NA;5390;3156;6565
06.06.2000;16032;6588,5;NA;670,69;1463;7362;NA;10754,5;NA;6305;17160;3662,5;576,4;NA;7748;NA;5315;3147;6556
07.06.2000;16418;6486;NA;666;1472;7297;15905;10685;NA;6295;17170;3737,5;573,5;NA;7790;NA;5273;3121;6521
08.06.2000;16467;6508;NA;672,51;1466,5;7273;15890;10794;NA;6430;16900;3730,5;578,9;NA;7789;NA;5283;3126;6492
09.06.2000;16486;6542;NA;674,41;1462;7237;16241;10882,5;NA;6455;16780;3754,5;583,5;NA;7809;NA;5300;3148;6445
12.06.2000;16161;6538;NA;NA;1446,75;7241;16030;10789,5;NA;6490;16980;3658;587,5;NA;7809;NA;5291;3149;6454
13.06.2000;16409;6543;NA;676,49;1472;7272;15700;10851;NA;6537;16860;3772,5;594;NA;7813;NA;5307;3116;6452
14.06.2000;16307;6625;NA;682,33;1475,25;7359;16080;10903,5;NA;6710;16560;3695,5;603,1;NA;7888;NA;5397;3123;6556
15.06.2000;17167;6530;NA;684,94;1475;7350;16140;10879,5;NA;6670;16340;3757,5;613,35;NA;7858;NA;5350;3135;6496
16.06.2000;16956;6485;NA;685,65;1488;7280,92;16469;10778;NA;6490;16370;3783;614,4;NA;7855,6;NA;5328,58;3141;6514
19.06.2000;17429;6522,5;NA;678,55;1504,5;7305,5;16231;10571,5;NA;6575;16670;3982,5;624,5;NA;7828;NA;5319;3141;6526
20.06.2000;17309;6594;NA;684,5;1499;7297,5;16030;10547,5;NA;6553;16900;4007,5;626;NA;7867;NA;5370;3143;6585,5
21.06.2000;17694;6507;NA;687,46;1498,5;7213;16241;10367,5;NA;6717;17110;4013,5;620,5;NA;7829;NA;5306;3170;6532
22.06.2000;NA;6495;NA;687,34;1476,3;7135,5;15940;10495;NA;6580;17130;3862,5;609,8;NA;7730;NA;5285;3163;6485
23.06.2000;17174;6564,5;NA;685,52;1463,5;7055;15705;10545;NA;6430;17000;3728;614,1;NA;7735;NA;5268;3188;6450
26.06.2000;17016;6610;NA;688;1479;7105;16080;10494,5;NA;6598;16950;3827,5;627,5;NA;7749;NA;5290;3177;6477
27.06.2000;17170;6572;NA;685,89;1471;7113,5;16200;10497,5;NA;6747;17360;3767,5;621,5;NA;7750;NA;5258;3196;6430
28.06.2000;17195;6610;NA;685,7;1471,25;7130;16350;10551,5;NA;6970;17350;3815,5;629;NA;7785;NA;5262;3195;6365
29.06.2000;16842;6409,5;NA;672,43;1458;6942;16377;10299,5;NA;7120;17480;3731;620,5;NA;7766;NA;5106;3249;6281
30.06.2000;17121;6409,1;NA;675,51;1468;6950;16240;10497,5;NA;7235;17410;3817;629;NA;7810;NA;5197;3309;6357
03.07.2000;17549;6507;NA;668,82;1490,5;7028,5;16125;10665;NA;7660;17540;3861,5;NA;NA;7833;NA;5227;3350;6478
04.07.2000;17706;6516,5;NA;670,17;1487;7010;16250;10859;NA;7830;17470;3850,5;632,8;NA;7866;NA;5243;3356;6467
05.07.2000;17570;6488;NA;667,95;1463,25;7036;16515;10770,5;NA;7641;17470;3709,5;635;NA;7910;NA;5202;3369;6410
06.07.2000;17757;6475;NA;667,62;1473,75;7020;16605;10742;NA;7575;17280;3834;626,5;NA;7960;NA;5195;3351;6450,5
07.07.2000;18015;6580;NA;674,92;1494,75;7108;16852;10867,5;NA;7625;17330;3877,5;636,95;NA;7946;NA;5284;3340;6542,5
10.07.2000;17837;6516;NA;678,14;1491,5;7126;17265;10803;NA;7630;17600;3828;626;NA;7955;NA;5282;3359;6508
11.07.2000;17136;6512;NA;680,99;1494,75;7056;17334;10895;NA;7520;17480;3781,5;635,8;NA;7979;NA;5282;3352;6526
12.07.2000;17291;6560;NA;685,87;1505,75;7125,5;17638;10868;NA;7650;17290;3930,5;648,3;NA;7950;NA;5299;3352;6556
13.07.2000;16694;6599;NA;687,96;1509,5;7244;17420;10843,5;NA;7669;17030;4008,5;658,3;NA;7993;NA;5336;3341;6508
14.07.2000;17194;6626;NA;686,95;1524;7379;17590;10997;NA;7670;17090;4078;665,4;NA;7989;NA;5359;3348;6500
17.07.2000;17740;6630;NA;688,29;1522;7473;17875;10948;NA;7502;17280;4110;671;NA;7952;NA;5384;3350;6561
18.07.2000;17612;6543;NA;683,8;1511,5;7444;17443;10797;NA;7425;16890;4023,5;662,2;NA;7956;NA;5365;3342;6474
19.07.2000;17162;6517;NA;679,79;1500,25;7415;17732;10855,5;NA;7082;16930;3913,5;656,5;NA;7973;NA;5333;3340;6497
20.07.2000;17513;6586;NA;684,1;1516,25;7540;17715;10990,5;NA;6990;NA;4052;663,5;NA;7995;NA;5340;3325;6502
21.07.2000;17612;6493;NA;679,89;1489,5;7434,5;17990;10893;NA;6943;16750;3939;668,8;NA;7948;NA;5274;3358;6410
24.07.2000;17578;6532;NA;683,32;1481,5;7359;17700;10844,5;NA;6860;16520;3819,5;665,15;NA;8040;NA;5283;3332;6402,5
25.07.2000;17365;6465;NA;683,79;1484,5;7385;17432;10711,5;NA;6920;16550;3888;677,35;NA;8067;NA;5233;3305;6413
26.07.2000;17429;6490;NA;679,28;1469;7320;17635;10715,5;NA;6940;16470;3865;680,3;NA;8048;NA;5254;3309;6418
27.07.2000;17248;6535;NA;672,55;1463,75;7227,5;17450;10720;NA;6836;16080;3707;662,5;NA;8028;NA;5144;3278;6379,5
28.07.2000;16632;6398;NA;665,27;1432;7170;17169;10493;NA;6550;15750;3506;640,9;NA;8047;NA;5080;3284;6351
31.07.2000;16781;6433,4;NA;665,76;1439;7272;16900;10531;NA;6675;15870;3617;643,3;NA;8055;NA;5168;3267;6341
01.08.2000;16323;6550;NA;669,45;1447,5;7194;16955;10542,5;NA;6700;16140;3569,5;636,9;NA;8055;NA;5133;3262;6390
02.08.2000;16392;6554;NA;674,84;1452,5;7163;17290;10666,5;NA;6715;16180;3507;639,3;NA;8180;NA;5130;3300;6407
03.08.2000;16885;6388;NA;668,59;1461,5;7040;17235;10439,5;NA;6680;15710;3662,5;642,9;NA;8167;NA;5011;3295;6323
04.08.2000;16957;6481,5;NA;673,91;1471,75;7060;17488;10584,5;NA;6745;15730;3632;649,2;NA;8155;NA;5081;3282;6385
07.08.2000;17176;6547;NA;679,06;1486,25;7170;17670;10717,5;NA;6790;16010;3722,5;NA;NA;8272;NA;5112;3319;6397
08.08.2000;17073;6569;NA;679,26;1491,75;7181;17140;10862,5;NA;6830;15840;3717,5;670,1;NA;8285;NA;5139;3315;6392,5
09.08.2000;16679;6595;NA;683,61;1481;7275;17120;10957;NA;6650;16050;3693,5;670,8;NA;8289;NA;5187;3329;6426
10.08.2000;16902;6581,5;NA;684,69;1474,25;7306,5;17336;11110,5;NA;6620;15980;3630,5;664,3;NA;8201;NA;5214;3316;6405
11.08.2000;17426;6562;NA;683,24;1478,5;7351;17140;11119;NA;6635;16200;3663,5;661,7;NA;8278;NA;5192;3323;6395
14.08.2000;17915;6631,5;NA;686,19;1498;7348;17110;11222,5;NA;6643;16130;3748;676,8;NA;8304;NA;5238;3319;6436,5
15.08.2000;17762;6666;NA;686,8;1494,75;7320;17600;11199;NA;6625;16260;3751;681,3;NA;8283;NA;5213;3328;6498
16.08.2000;17367;6717;NA;688,31;1491,5;7356;17789;11342;NA;6605;16370;3763,5;682,1;NA;8334;NA;5245;3358;6553
17.08.2000;18330;6652;NA;691,47;1503,5;7297;17680;11144;NA;6651;16100;3848;688,5;NA;8294;NA;5212;3361;6550
18.08.2000;17757;6619;NA;690,61;1500,75;7247,5;17340;11104,2;NA;6545;16300;3835,5;689,6;NA;8275;NA;5186;3354;6562
21.08.2000;17659;6597;NA;692,91;1506,75;7213;17550;11116;NA;6480;16040;3856,5;682,5;NA;8323;NA;5197;3347;6564,5
22.08.2000;17794;6570;NA;697,44;1507,5;7274;17719;10942;NA;6437;16460;3845;687,9;NA;8327;NA;5193;3382;6605
23.08.2000;17821;6516;NA;696,88;1510,25;7239;17371;10821;NA;6460;16390;3902;685,2;NA;8400;NA;5185;3369;6580
24.08.2000;17846;6482;NA;697,15;1515,25;7235;17500;10732,5;NA;6378;16660;3965;690,6;NA;8362;NA;5121;3387;6579,5
25.08.2000;18169;6602;NA;693,23;1513,5;7345;17250;10834;NA;6268;16950;3959;693;NA;8311;NA;5190;3377;6577
28.08.2000;17826;6619;NA;697,2;1518,75;7363;17110;10929,5;NA;6307;17150;3959;689,1;NA;8363;NA;5215;3381;6577
29.08.2000;17803;6639;NA;691,5;1518,25;7305;17328;10836;NA;6410;17120;3976,5;684;NA;8269;NA;5209;3384;6598
30.08.2000;17759;6636;NA;686,5;1503,5;7196;17030;10869,5;NA;6660;16900;3975,5;685,6;NA;8227;NA;5170;3347;6614
31.08.2000;17824;6652,1;NA;690,8;1521,25;7260;17160;10884,5;NA;6740;16850;4094;686,5;NA;8231;NA;5174;3293;6688
01.09.2000;18032;6837;NA;696,5;1523,25;7370,5;17418;11174,5;NA;6840;16720;4118;696,8;NA;8255;NA;5323;3338;6803
04.09.2000;18120;6930;NA;701,95;1526,75;7459;17836;11234,5;NA;6846;16740;4137;NA;NA;8208;NA;5403;3355;6815
05.09.2000;17893;6870;NA;699;1512,25;7406;17730;11218;NA;6864;16400;3999;688,5;NA;8167;NA;5342;3351;6764,5
06.09.2000;18018;6800;NA;694,85;1494;7328;17745;11223,5;NA;6870;16450;3858;676,8;NA;8141;NA;5292;3329;6715
07.09.2000;NA;6847;NA;695,8;1506,5;7380;17500;11281,5;NA;7015;16450;3951,5;672;NA;8157;NA;5336;3304;6690
08.09.2000;17867;6700;NA;686,95;1496,5;7266,5;17395;11079,5;NA;6960;16500;3808;654,2;NA;8081;NA;5230;3323;6600
11.09.2000;17541;6680;NA;689,5;1491,75;7224,5;17052;11220,5;NA;6850;16070;3721,5;646;NA;8107;NA;5249;3308;6583,5
12.09.2000;17304;6713;NA;683,15;1482;7145,5;16630;11326,5;NA;6766;16080;3661;631,05;NA;8051;NA;5238;3329;6560
13.09.2000;17422;6569;NA;677,45;1485,5;7014;NA;11227,5;NA;6877;16200;3743;646,7;NA;8039;NA;5143;3338;6478
14.09.2000;17022;6642;NA;679,5;1481,25;7051;16485;11451;NA;6910;16160;3733,5;668,25;NA;8011;NA;5225;3343;6542
15.09.2000;16819;6597;NA;673,61;1483,5;7038,94;16299;11476,6;NA;6870;NA;3740;674,5;NA;7972,9;NA;5190,23;3343;6499
18.09.2000;16224;6535;NA;672,5;1467,25;6965,5;15490;11163;NA;6642;16070;3657,5;656,85;NA;8013;NA;5186;3270;6486
19.09.2000;16435;6507,5;NA;669;1478,5;7009;15785;11048,5;NA;6653;16090;3804;668,9;NA;7946;NA;5172;3237;6471
20.09.2000;16318;6406;NA;667,8;1469;6823,5;15645;10877,5;NA;6790;16390;3853;655,45;NA;7905;NA;5099;3269;6332
21.09.2000;16397;6245;NA;657,4;1469,5;6739;15225;10807,5;NA;6560;16250;3765;640,6;NA;7922;NA;4957;3246;6271
22.09.2000;16707;6258;NA;654;1468,5;6792;14600;10953;NA;6454;15780;3776;639,55;NA;8012;NA;5000;3175;6269
25.09.2000;16555;6351;NA;661,8;1461;6845;15440;11132,5;NA;6535;16000;3675;645,8;NA;8070;NA;5042;3226;6313,5
26.09.2000;16397;6292,5;NA;654,8;1443;6824,5;15350;10953;NA;6540;15970;3617,5;632,25;NA;8018;NA;4982;3235;6284,5
27.09.2000;15909;6324;NA;656,8;1447;6852;15524;10972,5;NA;6665;15700;3645;616,2;NA;7995;NA;4995;3253;6331
28.09.2000;16183;6310,5;NA;660,45;1476;6913;15462;11029;NA;6741;15690;3758;633,05;NA;7989;NA;4982;3301;6320
29.09.2000;16014;6300,4;NA;663;1453,75;6874;15700;10934;NA;6620;15760;3621;624,4;NA;7899;NA;4967;3298;6357
02.10.2000;15707;6366;NA;667,7;1456,25;6945;NA;11129,5;NA;6517;15880;3528,5;632,2;NA;7930;NA;5022;3340;6386
03.10.2000;15733;6427;NA;671,9;1441,5;NA;15699;11262;NA;6481;15930;3397;633,7;NA;8005;NA;5072;3365;6405,5
